지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%)
159,2017-06-05,19.7,17,23.5,,2.8,54.6
159,2017-06-06,18.7,16.8,21.7,.5,2.5,71.9
159,2017-06-07,19.2,17.4,22.9,18.3,4.3,85
159,2017-06-08,20.4,16.5,27.1,,3.2,64.1
159,2017-06-09,22.5,18.1,27.3,,4.3,57.3
159,2017-06-10,21.1,19.3,24.2,,4,57.4
159,2017-06-11,20.4,17.8,24.3,0,3.1,52.9
159,2017-06-12,18.8,16.5,22.4,,3.4,63.3
159,2017-06-13,18.7,15.9,21.2,0,2.5,69.5
159,2017-06-14,20.9,16.9,24.1,,3.7,64.6
159,2017-06-15,23.2,19.2,30.4,,3,56.5
159,2017-06-16,20.8,18.2,24.5,,3.1,69.1
159,2017-06-17,20.3,17.4,23.3,,2.9,73.6
159,2017-06-18,21.6,17.9,24.7,,2.5,71.1
159,2017-06-19,22.3,19,26,,3.8,72.5
159,2017-06-20,21.4,18.4,24.9,9.4,2.5,80.5
159,2017-06-21,22,18.6,26.5,,3.1,77.5
159,2017-06-22,22.5,19.2,27.4,,2.9,79.5
159,2017-06-23,23.4,20.3,28.3,,2.4,68.4
159,2017-06-24,23,20.4,26.5,.1,1.8,74.5
159,2017-06-25,23,21.4,25.3,,1.9,80.1
159,2017-06-26,22.8,21.3,25.1,0,2.2,80
159,2017-06-27,22.8,20.7,25.8,,2.5,74.8
159,2017-06-28,23.6,20.6,27.8,,2.5,78
159,2017-06-29,21.9,20.7,23.9,21.1,1.8,85.6
159,2017-06-30,24.2,20.9,27.6,.4,3.4,84.8
159,2017-07-01,25.3,23.1,28.4,,5.4,82.6
159,2017-07-02,24.8,23.2,26.6,2.3,5.4,90.4
159,2017-07-03,25.3,23.9,27.4,0,6,84.1
159,2017-07-04,24,21.9,27.9,122.6,3,92.5
159,2017-07-05,23.6,21.2,26.4,18.1,1.7,86.6
159,2017-07-06,24.1,21.9,27,1.5,2.6,89.6
159,2017-07-07,24.8,22.2,26.5,1.5,4.8,90.9
159,2017-07-08,25.5,23.9,28.1,1.8,3.6,90.8
159,2017-07-09,25.6,23.9,28.8,.3,3.9,89.6
159,2017-07-10,24.9,23.9,26.4,7,7.5,94.5
159,2017-07-11,24.6,22.7,27,1.5,4.8,85.4
159,2017-07-12,26.2,22.9,30.4,,3.1,77
159,2017-07-13,25.3,22.4,28.4,,3.7,79.6
159,2017-07-14,26.6,23.3,29.6,,3.7,82.1
159,2017-07-15,26.9,24.8,30.1,,4.5,84.4
159,2017-07-16,27.6,24.9,30.9,,4.9,79.5
159,2017-07-17,27.2,24.4,30.8,.5,4.8,78.9
159,2017-07-18,26.2,23.6,29.5,7.5,3.5,86
159,2017-07-19,27.5,25.3,31.2,,2.8,76.4
159,2017-07-20,26.6,24,29.5,,2.8,84.1
159,2017-07-21,28.3,24.2,30.8,,3.2,78.9
159,2017-07-22,27.9,24.4,32.7,,2.6,78.8
159,2017-07-23,26.9,24.4,30.8,,2.5,82.8
159,2017-07-24,27.4,24.2,31.1,3.7,1.7,83.1
159,2017-07-25,25.8,24,29.4,1.1,2.5,84.6
159,2017-07-26,26.2,23,30.6,,3.1,63.8
159,2017-07-27,25.5,22,29.5,,2.8,69.5
159,2017-07-28,26.9,23,29.6,,2.2,68
159,2017-07-29,25.9,24.6,29.2,,2.6,77.3
159,2017-07-30,26.8,24.2,30.1,,2.2,75.5
159,2017-07-31,27.4,25.1,30.6,2.7,2.1,80.4
159,2017-08-01,27.4,24.8,31.5,,2.3,79.6
159,2017-08-02,26.7,24.3,30.8,,2.6,73.8
159,2017-08-03,27.9,23.9,31.8,,3.3,72
159,2017-08-04,29.8,25.9,34,,2.7,68.5
159,2017-08-05,30.7,27.3,35.3,,2.7,66.5
159,2017-08-06,31.7,27.6,36.2,,2.8,59.1
159,2017-08-07,29.8,27.3,35,0,2.5,70.1
159,2017-08-08,29.8,26.3,34.2,0,3.1,64.5
159,2017-08-09,27.3,25.8,29.1,14.6,1.9,84.3
159,2017-08-10,28.3,25.9,33.1,,2,77.8
159,2017-08-11,26.9,24.7,30.7,0,2.8,71.8
159,2017-08-12,26.1,23.2,30.7,,2.8,68
159,2017-08-13,25.3,22.9,29.3,0,3,72.1
159,2017-08-14,23.6,21.9,24.7,28.3,3.2,90.4
159,2017-08-15,25,21.9,27.7,6.1,2.4,86.4
159,2017-08-16,25.9,24.6,27.8,4.7,1.7,87.4
159,2017-08-17,25.9,23.7,28.7,,2.2,80.1
159,2017-08-18,25.9,24.1,29.2,0,2,80.6
159,2017-08-19,26.2,24.1,28.9,,2.5,80.4
159,2017-08-20,26.7,24.5,29.1,.7,2.4,83.1
159,2017-08-21,27.5,26.2,29.5,.2,4.5,82.1
159,2017-08-22,26.7,25.5,29.2,27.2,4.5,87.1
159,2017-08-23,28.7,26.1,31.7,,5.1,82.6
159,2017-08-24,29.2,27.3,32.9,.7,6.2,76.6
159,2017-08-25,27.1,25.3,29.7,0,3.2,77.9
159,2017-08-26,26,23.3,30.1,,2.2,46
159,2017-08-27,25.2,21.8,29.4,,2,57.8
159,2017-08-28,26.1,21.7,29.5,,3.5,68.1
159,2017-08-29,25.8,22.6,28.9,,3.3,72.6
159,2017-08-30,23.8,21.1,28.8,,2.5,63.4
159,2017-08-31,23.5,18.7,28.5,,3.1,53.4
159,2017-09-01,22.8,19.9,28.5,,3.5,57.9
159,2017-09-02,22.6,19,27.5,,3.2,58.8
159,2017-09-03,23.2,19.4,27.8,,3.1,62.5
159,2017-09-04,23.5,21.3,28,,2.9,67.8
159,2017-09-05,23.8,21.9,26.4,.6,2.2,79
159,2017-09-06,22.8,21.6,25.6,33,1.3,93.3
159,2017-09-07,21.1,18.7,24.5,11.8,2.2,85.8
159,2017-09-08,24.1,20,28.9,,2.4,69.3
159,2017-09-09,24.6,20.8,29.7,,1.6,71.3
159,2017-09-10,24.6,21.5,28.2,,1.8,72.1
159,2017-09-11,22.9,21.3,25.7,264.1,3,92.1
159,2017-09-12,23.9,20.9,28.6,,2.3,72.5
159,2017-09-13,23.2,19.6,27.8,,3.3,51.9
159,2017-09-14,22.9,19.3,27.3,,3.3,62.9
159,2017-09-15,22.2,21.2,24.3,,4.8,56.8
159,2017-09-16,22.3,21,24.4,0,4.6,71.1
159,2017-09-17,21.7,19.9,24.2,7.2,3.4,85.5
159,2017-09-18,22.8,18.3,26.8,,3.1,74.9
159,2017-09-19,23.3,19.2,26.7,,4.3,70.4
159,2017-09-20,22.7,19.3,26,,3.8,56.5
159,2017-09-21,21.5,18,25.6,,2.2,63.8
159,2017-09-22,22.2,19.2,26.6,,2.3,71.6
159,2017-09-23,22.1,19.3,26.5,,2,67.3
159,2017-09-24,22.7,18.5,27.6,,2,65.9
159,2017-09-25,23.9,20.8,28.1,,2.6,67.3
159,2017-09-26,23.2,20.6,27,,2.7,72.4
159,2017-09-27,20.4,19.1,22,18.3,2.7,87.6
159,2017-09-28,21.2,18.2,25.3,,3.1,67.9
159,2017-09-29,18.4,14.5,23.3,,2.5,44.5
159,2017-09-30,20.2,15.2,25.6,,2.3,48.9
159,2017-10-01,20.4,16.7,23.2,5,2.4,66.3
159,2017-10-02,21.6,18.9,25.7,104.6,2.6,87.4
159,2017-10-03,21,18.8,25.3,0,2.8,73
159,2017-10-04,19.2,17.4,23.5,0,3.2,67.8
159,2017-10-05,18.6,16.8,22.4,1.5,3.3,67.9
159,2017-10-06,18.5,16.4,21.4,9,2.1,92.8
159,2017-10-07,21.2,18.3,25.4,,1.8,81.5
159,2017-10-08,22,18.2,26.4,,2,78
159,2017-10-09,22.5,19.2,26.9,,2.2,77.6
159,2017-10-10,23.4,20.1,28.7,,2.3,76.8
159,2017-10-11,22.6,20.3,26.2,0,2.5,80.8
159,2017-10-12,16.7,13.6,20.3,6.7,2.6,84.5
159,2017-10-13,16.9,12.7,22,.1,3.3,66.3
159,2017-10-14,17.2,13.8,22,,3.1,57.4
159,2017-10-15,16,13.7,17.3,10.2,3.6,77.5
159,2017-10-16,17.5,16.2,20.2,0,3.5,65.1
159,2017-10-17,17.9,15.9,21.8,,3.5,66.1
159,2017-10-18,17.4,16.4,18.7,0,4,62.4
159,2017-10-19,17.8,15.6,22.2,,3.5,64.5
159,2017-10-20,18.3,15.6,22.8,,3.5,65.4
159,2017-10-21,18.4,15.3,22.6,,3.9,63.6
159,2017-10-22,18.3,15.6,21.9,,5.7,58.3
159,2017-10-23,15.3,13.3,20.1,,3.5,51.9
159,2017-10-24,14.2,11.6,19.9,1.2,2,68.5
159,2017-10-25,15,11,20.8,,2,57.8
159,2017-10-26,16.1,11.3,21,,1.4,69.3
159,2017-10-27,17.8,13.4,22.7,,1.9,70.4
159,2017-10-28,18.1,15.8,20.7,,3.1,73.3
159,2017-10-29,17.4,10.4,23.7,,3.7,51.6
159,2017-10-30,11.3,7.3,17.2,,3.8,37
159,2017-10-31,13.6,7.6,19.4,,2.5,36.3
159,2017-11-01,14.8,10.1,21.6,,3,46.3
159,2017-11-02,16.4,12.2,21.5,,2.4,56.8
159,2017-11-03,17.1,12.5,23.2,,3.1,56.9
159,2017-11-04,11,7,16.3,,3.1,51.8
159,2017-11-05,11.9,6.9,18.1,,2.9,49.1
159,2017-11-06,13.8,8.4,19.4,,3,56.1
159,2017-11-07,16.1,11.8,19.7,,2.9,69.1
159,2017-11-08,18.1,13.9,23.6,,2.9,51.8
159,2017-11-09,14.8,10.8,20.3,,2.1,49.5
159,2017-11-10,16.4,11.5,21.1,0,4,63
159,2017-11-11,10,6.5,15.2,,2.9,39.3
159,2017-11-12,11.7,7.3,17.7,,2.3,46.5
159,2017-11-13,13.3,9,18.2,,3.2,62
159,2017-11-14,13.7,8.7,18.4,,2.4,37.8
159,2017-11-15,9.2,5.2,14.8,,3.3,38.4
159,2017-11-16,7.1,3.2,12.3,,2.1,46
159,2017-11-17,10.4,5.3,15.7,.3,1.7,57.9
159,2017-11-18,7,.9,11.6,0,4.2,31
159,2017-11-19,3.3,-1,7.3,,2.8,32.5
159,2017-11-20,6,2.4,11.1,,2.3,35.6
159,2017-11-21,8.5,4.3,12.8,,3.3,53.1
159,2017-11-22,9.3,6.5,12.7,,3.1,48.8
159,2017-11-23,5.6,2.7,10.4,,3.4,40.1
159,2017-11-24,5.8,1.9,11,,3.9,47.6
159,2017-11-25,7.2,1.6,11.6,,3,55.4
159,2017-11-26,12.2,8,16.8,,3.2,57.1
159,2017-11-27,12.3,7.7,17.3,,2.1,63.3
159,2017-11-28,14.1,10.7,19.8,,3.6,68.6
159,2017-11-29,12.8,10.4,17.2,,2.5,47.9
159,2017-11-30,7.3,1.7,11.1,,3.4,20.1
159,2017-12-01,2.4,-1.3,7.9,,3,26.6
159,2017-12-02,5,.4,10.7,,2.2,38.3
159,2017-12-03,7.9,3,14.5,,2.1,48.4
159,2017-12-04,7,-.5,11.6,,3.4,41.8
159,2017-12-05,.4,-2.4,4.8,,3.2,34.9
159,2017-12-06,3.8,-1.6,9.8,,1.9,45.6
159,2017-12-07,6.9,3.4,11.6,,2.8,49.8
159,2017-12-08,1.5,-1.2,5.6,,3.5,32
159,2017-12-09,3.4,-1.9,8.5,,2.3,49.1
159,2017-12-10,6.7,3.9,10.8,.2,3.4,60.9
159,2017-12-11,1.2,-3.2,5.7,,6.4,37.6
159,2017-12-12,-2.7,-6.1,1.6,,2.4,30.5
159,2017-12-13,-1.3,-5.8,4.5,,3.3,20.6
159,2017-12-14,2.9,-3.4,9.8,,1.4,20.1
159,2017-12-15,4.8,1,9.9,,2,22.9
159,2017-12-16,1.9,-2.8,5.4,,2.8,38.3
159,2017-12-17,-1.4,-5.4,2.8,,2.9,32.5
159,2017-12-18,2.6,-3.2,7.5,,3.1,46.1
159,2017-12-19,3.5,-1,7.6,,3.5,41
159,2017-12-20,1.9,-2.9,8.2,,3.2,33.6
159,2017-12-21,4.3,.8,9.8,,2.5,38.3
159,2017-12-22,5.1,.4,10.6,,3.2,44.9
159,2017-12-23,8,4,13.4,,3,48.6
159,2017-12-24,8.8,4.2,13.4,10.4,4.2,68.9
159,2017-12-25,3.4,.1,7.5,,3.3,38
159,2017-12-26,3,-.7,8.9,,3.5,38.9
159,2017-12-27,-.6,-4.5,3.7,,2.5,21.5
159,2017-12-28,2,-1.5,6.2,,3.2,36.9
159,2017-12-29,5.8,1.3,11.4,,2.4,53
159,2017-12-30,6.9,2.6,12.6,,2,57.9
159,2017-12-31,5.5,1.2,9.3,0,3.8,42.3
159,2018-01-01,2.7,-1.1,7.4,,2.7,32
159,2018-01-02,4.1,-.3,9.4,,2.2,39.6
159,2018-01-03,2.6,-.2,6.9,,2.8,24.5
159,2018-01-04,2.8,-1.7,7.7,,2.3,38.3
159,2018-01-05,4.1,.7,9.7,.8,2.6,46.6
159,2018-01-06,3.1,-.8,8.5,,3,33.6
159,2018-01-07,5.4,.4,9.4,.1,1.2,48
159,2018-01-08,5.8,4.3,7.4,6.4,2.8,83.6
159,2018-01-09,1.9,.1,4.7,,6.6,47
159,2018-01-10,-.7,-4.8,2.5,.2,4.1,51.9
159,2018-01-11,-4.6,-7.4,0,,4.3,42.6
159,2018-01-12,-4.8,-9.4,.1,,3.1,34.5
159,2018-01-13,-.2,-5.7,5.6,,2.1,46.3
159,2018-01-14,3.5,-1.1,9.1,,1.7,60.5
159,2018-01-15,9.3,4.2,14,.1,3.9,62.4
159,2018-01-16,8.8,5.5,11,27.6,3.1,84.4
159,2018-01-17,6.4,5.4,8.3,5.4,2.8,90.5
159,2018-01-18,7.2,4.1,11.6,,3.2,67.8
159,2018-01-19,6,1.8,11.9,,3.4,39
159,2018-01-20,5.2,.7,10.5,,3.4,36.5
159,2018-01-21,6.5,2.1,11.5,,2.3,38.3
159,2018-01-22,6.1,4.7,7.6,.3,3.1,62.4
159,2018-01-23,-1.3,-5.4,6.1,,4.4,36.3
159,2018-01-24,-6.7,-9.8,-2.2,,3.7,29.8
159,2018-01-25,-5.1,-9.8,.2,,3.6,22.3
159,2018-01-26,-5.4,-9.9,.3,,2.8,23.9
159,2018-01-27,-1.4,-8.6,5.4,,2.4,24.5
159,2018-01-28,1.4,-1,5.5,,3,30.5
159,2018-01-29,-2.4,-6,2.4,,2.7,33
159,2018-01-30,-2.1,-6.8,3,,3.2,34
159,2018-01-31,1.9,-3.4,6.8,,2.7,39.9
159,2018-02-01,3.3,-.6,9.4,,2.5,33.5
159,2018-02-02,2.6,-.8,7.4,,2.7,25.3
159,2018-02-03,-.2,-4.8,4.3,,4.2,28.8
159,2018-02-04,-4.7,-8,-.2,,4.4,30.5
159,2018-02-05,-4.4,-8,1.5,,4.1,30
159,2018-02-06,-5.1,-8.9,.5,,3.6,27.6
159,2018-02-07,-3.5,-9.6,3.1,,3,31.4
159,2018-02-08,.8,-4.5,6.8,,2.3,32
159,2018-02-09,6.1,0,10.9,.2,2.8,57.3
159,2018-02-10,6.4,1.1,11.6,,3.2,40.6
159,2018-02-11,-1.1,-4.6,3.5,,4.5,35.6
159,2018-02-12,-.8,-4,3.5,,5.7,44.1
159,2018-02-13,1.8,-2.6,6.7,,4.3,42.5
159,2018-02-14,8.5,1.9,12.9,,7.1,59.5
159,2018-02-15,7.8,5.1,11.9,,2.2,55.6
159,2018-02-16,6.6,3.6,11.6,,2,51.3
159,2018-02-17,4.1,.2,9.5,,3.5,20.9
159,2018-02-18,4.8,.1,9.9,,2.4,26.9
159,2018-02-19,7,4.1,11.2,,1.8,39.3
159,2018-02-20,8.3,3.2,13.8,,2.3,32.6
159,2018-02-21,5.3,2.6,9.8,,3.3,33.6
159,2018-02-22,4.2,.2,8.9,,4.6,28.4
159,2018-02-23,6.8,1.9,12.3,,5.3,48.8
159,2018-02-24,8.6,5.5,14.7,,4,50.1
159,2018-02-25,8.6,5.6,13.9,0,2.2,73.9
159,2018-02-26,7.5,3.2,11.9,,2.7,53.1
159,2018-02-27,9.2,4.2,14.7,,2.6,59.8
159,2018-02-28,9.6,7.6,12.3,52.3,3.8,78.6
159,2018-03-01,7.4,2.7,12,,6.7,43.8
159,2018-03-02,4.9,-.7,9.8,,3.5,41.6
159,2018-03-03,9.6,4.1,16.4,,2.8,59.4
159,2018-03-04,13.2,10.2,15.4,39.1,3,82.1
159,2018-03-05,6.5,3.4,13.4,7.7,4.6,83.5
159,2018-03-06,6.4,3.1,11.4,,4.1,59.5
159,2018-03-07,7.2,5,9.7,3.8,4.1,69.1
159,2018-03-08,4.9,4.2,6.3,23.5,3.6,86.8
159,2018-03-09,4.8,2.2,9.4,,2.3,69.3
159,2018-03-10,7.6,3.4,11.2,,3.2,63.3
159,2018-03-11,9.7,4.3,15.6,,3.4,41.9
159,2018-03-12,11.2,6,15.8,,3.4,56.6
159,2018-03-13,13.3,9.7,17.3,,5.7,71
159,2018-03-14,15.3,12.4,19,,5,73.4
159,2018-03-15,14.3,10.1,15.6,62,4.9,92.3
159,2018-03-16,5.3,2.4,10.3,2.5,5.3,62.4
159,2018-03-17,6.6,2.3,10.8,,3.1,61.6
159,2018-03-18,10.7,4.9,16.4,5,1.6,77.1
159,2018-03-19,9.6,5.4,12.8,37.1,4.4,90.8
159,2018-03-20,5.7,3,8.5,3.4,6.6,65
159,2018-03-21,2.9,1,4.4,22,4.7,86.3
159,2018-03-22,6.8,2,14.3,,3.3,61
159,2018-03-23,9.6,4.7,15.6,,3.2,53.5
159,2018-03-24,12.4,6.6,18.5,,3.9,44.9
159,2018-03-25,13.9,8.8,19.4,,3.5,50.5
159,2018-03-26,15.5,12.1,21.4,,3.4,39.8
159,2018-03-27,16,11.4,21.1,,4.2,41.3
159,2018-03-28,15.6,11.5,19.4,,4.7,58
159,2018-03-29,15.1,11.2,22.3,,3.2,61.4
159,2018-03-30,12.7,10.2,17.2,,4,52.4
159,2018-03-31,14.1,9,18.3,,2.6,49.4
159,2018-04-01,16.3,13.4,19.5,,4.6,64.1
159,2018-04-02,17.9,15.3,21.3,,4.8,76.4
159,2018-04-03,18.2,15.6,21.5,,5.3,78
159,2018-04-04,11.1,8.5,17.6,5.9,3.4,85.5
159,2018-04-05,10.5,8.8,12.1,0,3.2,75.4
159,2018-04-06,10.7,6.6,16.4,21,4.2,64.4
159,2018-04-07,6.5,4.1,10.2,,6.6,37.1
159,2018-04-08,8.8,3,11.9,,5.7,52
159,2018-04-09,13.6,10.8,18.8,,4.1,60.9
159,2018-04-10,14.9,9.6,18.3,,6.5,76.4
159,2018-04-11,18.7,15.7,22.2,.2,6.6,55.6
159,2018-04-12,16.3,13,21.3,,3.2,29.1
159,2018-04-13,13.7,11.6,17.4,,3.4,40.6
159,2018-04-14,12.5,11.1,16.4,34.1,3.1,86.1
159,2018-04-15,13.9,9.5,19.6,,2.9,51
159,2018-04-16,12.8,8.5,16.7,,3.2,58.5
159,2018-04-17,13.9,11,17.8,,2.4,70.8
159,2018-04-18,15.3,12.1,19.8,,3.7,56.9
159,2018-04-19,15.8,11.4,19.3,,4,51.1
159,2018-04-20,18.8,14.5,23.9,,2.4,44.6
159,2018-04-21,18.9,13.8,23.3,,3.9,54.6
159,2018-04-22,17.1,13.5,22.4,0,3.3,72.3
159,2018-04-23,11.8,11,13.5,34.8,4.2,88.9
159,2018-04-24,12,10.6,14.7,60.4,4.7,81.5
159,2018-04-25,13.3,8,18.6,,2.2,47.3
159,2018-04-26,14.5,9.3,18.1,,2.5,61.8
159,2018-04-27,16,12.4,24.3,,2.8,53.5
159,2018-04-28,16.5,11.1,20.7,,3.5,63.9
159,2018-04-29,17.1,14.5,21.1,,5.6,66
159,2018-04-30,19,15.2,22.7,,5.2,67.6
159,2018-05-01,18.3,16.1,22.6,0,1.9,68.6
159,2018-05-02,15.2,13,17.5,17,2.5,91.6
159,2018-05-03,14.2,11.2,19.7,0,6.3,46.6
159,2018-05-04,14.8,10.2,18.5,,6.7,48.1
159,2018-05-05,16.9,13.6,20.2,,6.6,59.9
159,2018-05-06,16.2,14.8,17.6,42,4.2,92.8
159,2018-05-07,14.8,13.9,16.7,30.7,2.3,90.9
159,2018-05-08,14.2,12.7,15.6,,4.6,72
159,2018-05-09,13.2,11.3,16.7,,3.5,64.9
159,2018-05-10,14.3,9.8,18.3,,2.9,71.5
159,2018-05-11,17.1,12.7,21.3,,4,57
159,2018-05-12,17.8,16.3,18.9,2.6,5.5,82.5
159,2018-05-13,19.2,16.8,23.3,18.4,4.5,83.4
159,2018-05-14,20,16,23.1,,2.9,60.4
159,2018-05-15,21.4,18.7,25.1,,4.8,67.9
159,2018-05-16,20.7,19.6,21.6,3.8,8.2,94.9
159,2018-05-17,20.9,20,21.6,6.6,7.9,96.9
159,2018-05-18,16.3,12.9,20.9,1.9,4,91.9
159,2018-05-19,14.7,12.7,18.8,,4.3,66
159,2018-05-20,15.4,12.3,19.6,,4.4,66.5
159,2018-05-21,17.2,13.5,22.4,,3.2,71.9
159,2018-05-22,18,14.1,22.4,4.1,2,74.9
159,2018-05-23,18.1,15,24.9,27.6,1.9,77.6
159,2018-05-24,19.4,14.1,23.8,,3.5,57.4
159,2018-05-25,21.1,18.4,26,,3,51.3
159,2018-05-26,20.5,17.4,26.6,,2.8,52.9
159,2018-05-27,20.2,16.1,24.9,,2.1,75.1
159,2018-05-28,19.5,17.7,21.3,.6,1.8,84.1
159,2018-05-29,21,17.5,26.1,,1.9,82.9
159,2018-05-30,21.9,18.6,26,.5,2.5,79.9
159,2018-05-31,20.2,17.7,24,,2.4,68.1
159,2018-06-01,21.6,17.4,25.4,,2.3,54
159,2018-06-02,22.9,19.4,28.2,,2.9,60.4
159,2018-06-03,21.3,18.4,25.1,,3.6,71.9
159,2018-06-04,22.2,16.9,26.3,,3.8,68
159,2018-06-05,19.7,18.7,21.9,5.7,1.9,84.8
159,2018-06-06,21.6,18.3,26,,2.5,79.6
159,2018-06-07,21.8,18.8,25.5,,3.5,78.1
159,2018-06-08,22.8,20.6,27.8,,2.9,68.9
159,2018-06-09,21.2,18.7,24.7,,3.6,65.9
159,2018-06-10,19.3,17,23.5,5.2,4,77.6
159,2018-06-11,17.2,15.5,21.2,32.9,2.7,86.3
159,2018-06-12,18.3,16.2,21.6,,2,72.3
159,2018-06-13,19.6,17.4,23.1,,2.3,72.4
159,2018-06-14,19.9,17.6,23.4,,3.4,72.9
159,2018-06-15,19.3,17.1,23.6,,3.5,65.3
159,2018-06-16,18.5,16.2,22.9,,3.2,68.5
159,2018-06-17,20.9,15.1,25.9,,2.1,71
159,2018-06-18,22.8,19.8,26.2,0,2.2,72.6
159,2018-06-19,21.6,19.8,26.4,6.8,2.4,86.5
159,2018-06-20,22.8,19.4,27,.5,2.5,73.3
159,2018-06-21,24.7,21,30.3,,3.1,55.5
159,2018-06-22,24,20.8,27.5,,1.6,56.5
159,2018-06-23,23,20.8,26.7,.9,3.5,68.1
159,2018-06-24,24.7,21.1,31.3,,3.7,67.9
159,2018-06-25,23.3,20.8,26.5,,3.3,80.5
159,2018-06-26,22.8,21,24.1,1.5,6,93.9
159,2018-06-27,23.1,22.2,25.1,6.7,7.3,91.9
159,2018-06-28,21.2,18.5,22.6,131.1,2.9,97.5
159,2018-06-29,22.2,21.2,24.3,11,2.9,96.5
159,2018-06-30,21,19.8,23,74.4,1.9,95.9
159,2018-07-01,24.5,19.8,28.5,13.9,2.2,86.5
159,2018-07-02,25.4,22.9,29.4,2.7,2.5,86.8
159,2018-07-03,22.7,22.1,24.4,90.9,4.9,95.9
159,2018-07-04,25,22.2,29.5,1.3,3.8,83.4
159,2018-07-05,22.9,21.7,25.8,5.3,1.7,94.1
159,2018-07-06,20.8,19.3,21.7,2.9,3.6,89.9
159,2018-07-07,20,18.6,22.7,,4.1,76.5
159,2018-07-08,19.7,17.8,23.4,0,3.6,80.9
159,2018-07-09,20,18.4,22.3,4,2.8,92.8
159,2018-07-10,24,19.5,28.7,,1.6,85.5
159,2018-07-11,26.6,22.6,30.3,,2.8,78.5
159,2018-07-12,27.4,25.1,30.3,,4.5,78.3
159,2018-07-13,27,24.8,29.9,,2.8,83.4
159,2018-07-14,27.6,24.8,31,,2.9,79.9
159,2018-07-15,27.2,23.6,30.6,,2.9,79.9
159,2018-07-16,27.1,23.4,30.8,,2.6,74.9
159,2018-07-17,27.6,24.7,30.8,,3.4,70.6
159,2018-07-18,28.1,25.2,32.3,,2.8,71.4
159,2018-07-19,29.1,25.7,32.2,,2.2,67.1
159,2018-07-20,29.6,26,33.7,,1.6,65.8
159,2018-07-21,29.2,26.8,32.6,,2.6,78.1
159,2018-07-22,29.7,26.9,33.2,,3,69.3
159,2018-07-23,29.5,27.5,33,,4,69.8
159,2018-07-24,29.3,26.7,32.6,,4.5,74.8
159,2018-07-25,29.6,26.5,33.1,,3.7,74.1
159,2018-07-26,30.4,27.8,34,,2.6,74.5
159,2018-07-27,29.8,27.5,33.3,,2,79.5
159,2018-07-28,29.3,26.9,32.5,,2.6,69
159,2018-07-29,29.3,25.5,35.4,1,3.6,65.4
159,2018-07-30,28.9,25.5,33.2,.1,3,70
159,2018-07-31,29.8,26.3,33.9,,3.2,62.3
159,2018-08-01,30.3,27.1,34.6,,2.8,60.4
159,2018-08-02,30,27.1,33.6,,2.7,69
159,2018-08-03,29.9,27.3,33.4,,3.6,69.9
159,2018-08-04,30.1,27.2,33.8,,4.9,73.4
159,2018-08-05,31.3,28.1,36.4,,3.2,69.5
159,2018-08-06,29.9,28,33.5,0,2.2,75.9
159,2018-08-07,28.4,26.1,32.2,0,3,71.8
159,2018-08-08,27.9,24.9,31.7,,2.6,69.6
159,2018-08-09,28.4,25.1,32.8,14.3,2.6,71.5
159,2018-08-10,26.7,25.9,28.2,0,2,81.4
159,2018-08-11,27.3,24.6,31.5,.7,2.8,77.9
159,2018-08-12,28.8,26.3,32.7,0,2.5,78.6
159,2018-08-13,30.9,27.3,34.9,,2.6,66.6
159,2018-08-14,29.9,27.5,33.7,,2.5,72.9
159,2018-08-15,28.6,25.6,34,23.8,3.6,79.9
159,2018-08-16,26.2,23.7,28.1,1.7,3.1,84.1
159,2018-08-17,25.2,23.2,28.8,,4.5,58.9
159,2018-08-18,25,22.2,28.9,,3,60.1
159,2018-08-19,25.3,21.2,30,,2.1,65.6
159,2018-08-20,26.2,22.6,29.7,,1.9,69.4
159,2018-08-21,28.6,24.1,32.9,,2.2,67.5
159,2018-08-22,29.8,27.5,32.6,,3.8,67
159,2018-08-23,28,26.3,30,2.7,4.3,79
159,2018-08-24,26.7,25.1,30,3.1,9.8,83.8
159,2018-08-25,25.7,24.6,28,2.4,3.7,82.6
159,2018-08-26,25.9,23.9,29.1,24.5,3.7,90.5
159,2018-08-27,26,23.9,27.1,58.1,5.1,92.6
159,2018-08-28,27.1,25.5,30.5,,3.8,82.1
159,2018-08-29,27.3,24.7,30.2,,5.3,80
159,2018-08-30,27.5,25.4,30.2,.7,5.5,81.6
159,2018-08-31,26,23.7,28,37.7,4.5,83.9
159,2018-09-01,21.6,19.3,24.6,82.8,2.8,86.4
159,2018-09-02,22.8,20.9,26,3.3,2.8,80.9
159,2018-09-03,24.7,22.4,26.6,57.2,4,92.6
159,2018-09-04,25.1,21.6,30,0,2.9,76.9
159,2018-09-05,24.3,19.7,28.1,,4,67.6
159,2018-09-06,23.8,21.7,26.3,0,2.7,68.3
159,2018-09-07,21.7,19.8,24,15.6,4.2,86.9
159,2018-09-08,21.3,19.2,23.9,0,2.3,70.9
159,2018-09-09,22.3,20.6,26.5,,3.3,68.9
159,2018-09-10,21.5,19,26,,3.5,61.5
159,2018-09-11,21.2,18.4,25.8,,3.9,65.1
159,2018-09-12,23.2,19.7,28.1,,3.2,73.3
159,2018-09-13,21.8,20.7,23.2,8.6,3.1,89.3
